Timestamp_ms,CPU_Usage,Memory_MB
1739976948585,0.0,95.12
1739976948591,0.0,95.12
1739976948596,195.5,95.12
1739976948602,0.0,95.12
1739976948607,194.7,95.12
1739976948613,0.0,95.12
1739976948618,196.7,95.12
1739976948623,0.0,95.12
1739976948628,196.4,95.12
1739976948634,0.0,95.12
1739976948639,195.8,98.65
1739976948645,0.0,98.65
1739976948650,196.9,98.65
1739976948655,195.3,98.65
1739976948661,0.0,98.65
1739976948666,195.0,98.65
1739976948672,0.0,98.65
1739976948677,193.9,98.65
1739976948682,0.0,98.65
1739976948688,195.9,98.65
1739976948693,0.0,98.65
1739976948699,195.0,98.65
1739976948705,0.0,98.65
1739976948710,0.0,98.65
1739976948716,195.5,98.65
1739976948722,0.0,98.65
1739976948727,193.5,98.65
1739976948733,0.0,98.65
1739976948739,193.5,98.65
1739976948745,0.0,98.65
1739976948750,192.6,98.65
1739976948756,0.0,98.65
1739976948762,386.4,98.65
1739976948768,0.0,98.65
1739976948773,194.4,98.65
1739976948779,0.0,98.65
1739976948785,193.6,98.65
1739976948790,0.0,98.65
1739976948796,193.7,98.65
1739976948801,0.0,98.65
1739976948807,193.6,98.65
1739976948813,0.0,98.65
1739976948818,194.3,98.65
1739976948824,195.2,98.65
1739976948829,0.0,98.65
1739976948835,194.3,98.65
1739976948841,0.0,98.65
1739976948846,194.4,98.65
1739976948852,0.0,98.65
1739976948858,193.7,98.65
1739976948863,0.0,98.65
1739976948869,193.5,98.65
1739976948875,0.0,98.65
1739976948880,192.9,98.65
1739976948886,0.0,98.65
1739976948892,386.3,98.65
1739976948898,0.0,98.65
1739976948903,195.9,98.65
1739976948908,0.0,98.65
1739976948914,193.6,98.65
1739976948920,0.0,98.65
1739976948926,0.0,98.65
1739976948931,194.8,98.65
1739976948937,0.0,98.65
1739976948942,389.7,98.65
1739976948948,0.0,98.65
1739976948953,193.5,98.65
1739976948959,0.0,98.65
1739976948964,194.8,98.65
1739976948970,0.0,98.65
1739976948976,0.0,98.65
1739976948981,196.8,98.65
1739976948986,0.0,98.65
1739976948991,197.0,98.65
1739976948997,198.2,98.65
1739976949002,196.8,98.65
1739976949007,0.0,98.65
1739976949012,0.0,98.65
1739976949017,196.9,98.65
1739976949023,0.0,98.65
1739976949028,0.0,98.65
1739976949033,393.6,98.65
1739976949038,0.0,98.65
1739976949043,196.8,98.65
1739976949049,0.0,98.65
1739976949054,195.4,98.65
1739976949059,0.0,98.65
1739976949065,0.0,98.65
1739976949070,393.6,98.65
1739976949075,0.0,98.65
1739976949080,0.0,98.65
1739976949086,194.7,98.65
1739976949091,0.0,98.65
1739976949097,0.0,98.65
1739976949102,194.4,98.65
1739976949108,0.0,98.65
1739976949114,0.0,98.65
1739976949119,195.1,98.65
1739976949125,0.0,98.65
1739976949130,195.1,98.65
1739976949136,0.0,98.65
1739976949141,0.0,98.65
1739976949147,0.0,98.65
1739976949152,194.2,98.65
1739976949158,0.0,98.65
1739976949164,194.7,98.65
1739976949169,0.0,98.65
1739976949175,0.0,98.65
1739976949180,196.6,98.65
1739976949186,0.0,98.65
1739976949191,196.6,98.65
1739976949196,0.0,98.65
1739976949201,195.5,98.65
1739976949207,0.0,98.65
1739976949213,194.1,98.65
1739976949218,0.0,98.65
1739976949224,196.2,98.65
1739976949229,0.0,98.65
1739976949234,0.0,98.65
1739976949240,196.9,98.65
1739976949245,0.0,98.65
1739976949250,195.8,98.65
1739976949256,0.0,98.65
1739976949261,196.6,98.65
1739976949266,0.0,98.65
1739976949271,193.1,98.65
1739976949277,196.1,98.65
1739976949283,194.2,98.65
1739976949288,0.0,98.65
1739976949294,193.2,98.65
1739976949300,0.0,98.65
1739976949305,196.6,98.65
1739976949310,0.0,98.65
1739976949316,195.5,98.65
1739976949321,0.0,98.65
1739976949327,196.3,98.65
1739976949332,0.0,98.65
1739976949338,0.0,98.65
1739976949344,194.5,98.65
1739976949349,195.4,98.65
1739976949355,0.0,98.65
1739976949360,394.0,98.65
1739976949365,0.0,98.65
1739976949371,0.0,98.65
1739976949376,196.4,98.65
1739976949381,0.0,98.65
1739976949386,196.3,98.65
1739976949392,0.0,98.65
1739976949398,197.8,98.65
1739976949403,0.0,98.65
1739976949409,194.4,98.65
1739976949414,195.8,98.65
1739976949420,0.0,98.65
1739976949425,197.0,98.65
1739976949430,0.0,98.65
1739976949435,196.7,98.65
1739976949441,0.0,98.65
1739976949446,196.8,98.65
1739976949451,0.0,98.65
1739976949456,0.0,98.65
1739976949461,196.9,98.65
1739976949467,197.0,98.65
1739976949472,195.1,98.65
1739976949477,0.0,98.65
1739976949483,0.0,98.65
1739976949489,193.5,98.65
1739976949494,0.0,98.65
1739976949500,193.8,98.65
1739976949506,194.9,98.65
1739976949511,197.8,98.65
1739976949517,0.0,98.65
1739976949522,196.9,98.65
1739976949527,0.0,98.65
1739976949533,0.0,98.65
1739976949538,196.8,98.65
1739976949543,0.0,98.78
1739976949549,196.6,98.78
1739976949554,0.0,98.78
1739976949560,195.9,98.78
1739976949566,0.0,98.78
1739976949571,193.7,98.78
1739976949577,196.3,98.78
1739976949582,195.9,98.78
1739976949588,0.0,98.78
1739976949593,193.2,98.78
1739976949599,0.0,98.78
1739976949605,196.4,98.78
1739976949610,0.0,98.78
1739976949615,196.4,98.78
1739976949621,0.0,98.78
1739976949626,195.6,98.78
1739976949631,0.0,98.78
1739976949637,195.2,98.78
1739976949642,0.0,98.78
1739976949648,195.8,98.78
1739976949653,0.0,98.78
1739976949659,195.0,98.78
1739976949665,0.0,98.78
1739976949670,196.9,98.78
1739976949675,196.4,98.78
1739976949680,0.0,98.78
1739976949686,194.7,98.78
1739976949692,0.0,98.78
1739976949697,196.2,98.78
1739976949702,0.0,98.78
1739976949707,196.6,98.78
1739976949713,0.0,98.78
