Timestamp_ms,CPU_Usage,Memory_MB
1739972596914,0.0,95.12
1739972596919,195.5,95.12
1739972596925,194.7,95.12
1739972596930,0.0,95.12
1739972596936,196.9,95.12
1739972596941,0.0,95.12
1739972596946,195.6,95.12
1739972596952,0.0,95.12
1739972596958,194.1,95.12
1739972596963,0.0,95.83
1739972596969,194.8,98.68
1739972596974,0.0,98.68
1739972596980,193.7,98.68
1739972596986,193.5,98.68
1739972596991,0.0,98.68
1739972596997,193.6,98.68
1739972597003,193.6,98.68
1739972597009,0.0,98.68
1739972597014,196.3,98.68
1739972597020,0.0,98.68
1739972597025,195.0,98.68
1739972597031,0.0,98.68
1739972597036,194.7,98.68
1739972597042,0.0,98.68
1739972597047,196.8,98.68
1739972597052,0.0,98.68
1739972597058,197.0,98.68
1739972597063,0.0,98.68
1739972597068,196.8,98.68
1739972597073,0.0,98.68
1739972597078,196.5,98.68
1739972597084,0.0,98.68
1739972597089,194.3,98.68
1739972597095,0.0,98.68
1739972597100,0.0,98.68
1739972597106,196.8,98.68
1739972597111,0.0,98.68
1739972597116,195.3,98.68
1739972597122,0.0,98.68
1739972597127,196.0,98.68
1739972597133,0.0,98.68
1739972597138,194.4,98.68
1739972597144,193.6,98.68
1739972597149,0.0,98.68
1739972597155,194.9,98.68
1739972597160,0.0,98.68
1739972597166,194.1,98.68
1739972597172,0.0,98.68
1739972597177,197.1,98.68
1739972597182,0.0,98.68
1739972597187,193.9,98.68
1739972597193,0.0,98.68
1739972597199,194.7,98.68
1739972597205,193.1,98.68
1739972597210,0.0,98.68
1739972597216,196.4,98.68
1739972597221,0.0,98.68
1739972597226,0.0,98.68
1739972597231,197.1,98.68
1739972597236,0.0,98.68
1739972597242,197.1,98.68
1739972597247,0.0,98.68
1739972597252,195.0,98.68
1739972597257,192.6,98.68
1739972597263,0.0,98.68
1739972597269,196.1,98.68
1739972597274,0.0,98.68
1739972597280,194.7,98.68
1739972597285,194.8,98.68
1739972597291,0.0,98.68
1739972597297,193.6,98.68
1739972597302,0.0,98.68
1739972597308,0.0,98.68
1739972597314,0.0,98.68
1739972597319,193.5,98.68
1739972597325,0.0,98.68
1739972597330,196.5,98.68
1739972597336,0.0,98.68
1739972597341,394.4,98.68
1739972597346,0.0,98.68
1739972597351,196.7,98.68
1739972597357,0.0,98.68
1739972597362,0.0,98.68
1739972597367,197.0,98.68
1739972597372,0.0,98.68
1739972597377,196.8,98.68
1739972597383,0.0,98.68
1739972597388,0.0,98.68
1739972597394,192.9,98.68
1739972597399,0.0,98.68
1739972597405,193.3,98.68
1739972597411,0.0,98.68
1739972597416,195.8,98.68
1739972597422,0.0,98.68
1739972597427,197.2,98.68
1739972597432,0.0,98.68
1739972597437,196.9,98.68
1739972597442,194.5,98.68
1739972597448,0.0,98.68
1739972597454,193.3,98.68
1739972597459,0.0,98.68
1739972597465,193.5,98.68
1739972597471,0.0,98.68
1739972597476,194.7,98.68
1739972597482,0.0,98.68
1739972597487,193.9,98.68
1739972597493,0.0,98.68
1739972597499,193.8,98.68
1739972597505,193.0,98.68
1739972597510,0.0,98.68
1739972597516,196.9,98.68
1739972597521,0.0,98.68
1739972597526,0.0,98.68
1739972597531,197.0,98.68
1739972597536,0.0,98.68
1739972597542,197.0,98.68
1739972597547,196.8,98.68
1739972597552,197.1,98.68
1739972597557,0.0,98.68
1739972597562,0.0,98.68
1739972597568,0.0,98.68
1739972597574,193.5,98.68
1739972597579,0.0,98.68
1739972597585,0.0,98.68
1739972597591,0.0,98.68
1739972597596,0.0,98.68
1739972597602,193.3,98.68
1739972597607,194.7,98.68
1739972597613,193.8,98.68
1739972597619,0.0,98.68
1739972597624,193.5,98.68
1739972597630,0.0,98.68
1739972597636,195.1,98.68
1739972597641,0.0,98.68
1739972597647,193.6,98.68
1739972597653,0.0,98.68
1739972597658,193.8,98.68
1739972597664,0.0,98.68
1739972597669,194.5,98.68
1739972597675,194.2,98.68
1739972597681,193.9,98.68
1739972597686,0.0,98.68
1739972597692,0.0,98.68
1739972597697,195.0,98.68
1739972597703,0.0,98.68
1739972597708,193.5,98.68
1739972597714,0.0,98.68
1739972597720,194.1,98.68
1739972597725,194.2,98.68
1739972597731,193.5,98.68
1739972597737,0.0,98.68
1739972597742,193.3,98.68
1739972597748,0.0,98.68
1739972597753,196.2,98.68
1739972597759,0.0,98.68
1739972597764,193.6,98.68
1739972597770,0.0,98.68
1739972597776,193.3,98.68
1739972597781,0.0,98.68
1739972597787,193.4,98.8
1739972597793,0.0,98.8
1739972597799,193.4,98.8
1739972597804,0.0,98.8
1739972597810,195.2,98.8
1739972597815,192.4,98.8
1739972597821,0.0,98.8
1739972597827,0.0,98.8
1739972597833,193.9,98.8
1739972597838,0.0,98.8
1739972597844,193.6,98.8
1739972597849,0.0,98.8
1739972597855,193.2,98.8
1739972597861,0.0,98.8
1739972597866,193.6,98.8
1739972597872,0.0,98.8
1739972597878,194.6,98.8
1739972597883,0.0,98.8
1739972597889,193.3,98.8
1739972597895,193.6,98.8
1739972597901,193.5,98.8
1739972597906,0.0,98.8
1739972597912,194.7,98.8
1739972597918,0.0,98.8
1739972597923,0.0,98.8
1739972597929,193.5,98.8
1739972597935,0.0,98.8
1739972597940,195.1,98.8
1739972597946,0.0,98.8
1739972597951,196.3,98.8
1739972597957,0.0,98.8
1739972597962,196.8,98.8
1739972597967,0.0,98.8
1739972597972,197.2,98.8
1739972597978,0.0,98.8
1739972597983,196.7,98.8
1739972597988,0.0,98.8
1739972597993,197.2,98.8
1739972597998,0.0,98.8
1739972598003,197.1,98.8
1739972598009,0.0,98.8
1739972598014,0.0,98.8
1739972598019,197.2,98.8
1739972598024,0.0,98.8
1739972598029,197.1,98.8
1739972598034,197.2,98.8
1739972598039,0.0,98.8
1739972598045,196.8,98.8
1739972598050,0.0,98.8
1739972598055,197.2,98.8
1739972598060,0.0,98.8
1739972598065,0.0,98.8
1739972598070,197.2,98.8
1739972598076,0.0,98.8
1739972598081,392.9,98.8
1739972598086,0.0,98.8
1739972598091,197.1,98.8
1739972598096,0.0,98.8
1739972598101,0.0,98.8
1739972598107,197.0,98.8
1739972598112,0.0,98.8
1739972598117,197.1,98.8
1739972598122,0.0,98.8
1739972598127,0.0,98.8
1739972598132,197.2,98.8
1739972598137,197.1,98.8
1739972598142,197.1,98.8
1739972598148,0.0,98.8
1739972598153,197.1,98.8
1739972598158,0.0,98.8
1739972598163,197.2,98.8
1739972598168,0.0,98.8
1739972598173,0.0,98.8
1739972598179,196.9,98.8
1739972598184,0.0,98.8
1739972598189,197.0,98.8
1739972598194,0.0,98.8
1739972598199,197.1,98.8
1739972598204,197.1,98.8
1739972598210,0.0,98.8
1739972598215,197.1,98.8
1739972598220,0.0,98.8
1739972598225,197.2,98.8
1739972598230,0.0,98.8
1739972598235,0.0,98.8
1739972598241,0.0,98.8
1739972598246,0.0,98.8
1739972598251,197.1,98.8
1739972598256,197.1,98.8
1739972598261,196.7,98.8
1739972598267,0.0,98.8
1739972598272,0.0,98.8
1739972598277,197.3,98.8
1739972598282,0.0,98.8
1739972598287,0.0,98.8
1739972598293,394.0,98.8
1739972598298,0.0,98.8
1739972598303,0.0,98.8
1739972598308,196.8,98.8
1739972598313,0.0,98.8
1739972598319,196.9,98.8
1739972598324,0.0,98.8
1739972598329,197.1,98.8
1739972598334,0.0,98.8
1739972598339,197.0,98.8
1739972598345,198.4,98.8
1739972598350,196.8,98.8
1739972598355,0.0,98.8
1739972598360,0.0,98.8
1739972598365,198.1,98.8
1739972598370,0.0,98.8
1739972598376,196.9,98.8
1739972598381,0.0,98.8
1739972598386,0.0,98.8
1739972598391,197.0,98.8
1739972598396,196.9,98.8
1739972598401,196.7,98.8
1739972598407,0.0,98.8
1739972598412,196.7,98.8
1739972598417,0.0,98.8
1739972598422,0.0,98.8
1739972598428,0.0,98.8
1739972598433,0.0,98.8
1739972598438,195.0,98.8
1739972598443,0.0,98.8
1739972598449,197.1,98.8
1739972598454,0.0,98.8
1739972598459,197.1,98.8
1739972598464,197.1,98.8
1739972598469,0.0,98.8
1739972598474,197.2,98.8
1739972598480,0.0,98.8
1739972598485,196.5,98.8
1739972598490,0.0,98.8
1739972598495,196.2,98.8
1739972598500,0.0,98.8
1739972598506,196.6,98.8
1739972598511,0.0,98.8
1739972598516,197.2,98.8
1739972598521,0.0,7.75
1739972598526,196.2,7.75
1739972598532,0.0,7.75
1739972598537,197.1,7.75
1739972598542,0.0,7.88
1739972598547,195.9,7.88
1739972598553,0.0,7.88
1739972598558,0.0,7.88
1739972598563,0.0,7.88
1739972598568,0.0,7.88
1739972598573,0.0,7.88
1739972598579,0.0,7.88
1739972598584,0.0,7.88
1739972598589,0.0,7.88
1739972598594,0.0,7.88
1739972598600,0.0,7.88
1739972598605,0.0,7.88
1739972598610,0.0,7.88
1739972598615,0.0,7.88
1739972598620,0.0,7.88
1739972598626,0.0,7.88
1739972598631,0.0,7.88
1739972598636,0.0,7.88
1739972598641,0.0,7.88
1739972598646,0.0,7.88
1739972598651,0.0,8.0
1739972598657,198.0,8.0
1739972598662,0.0,8.0
1739972598667,393.5,8.0
1739972598672,0.0,8.0
1739972598677,196.7,8.0
1739972598683,0.0,8.0
1739972598688,197.0,8.0
1739972598693,196.7,8.0
1739972598698,393.5,8.0
1739972598704,197.1,8.0
1739972598709,196.6,8.0
1739972598714,0.0,8.0
1739972598719,0.0,8.0
1739972598725,0.0,8.0
1739972598730,0.0,8.0
1739972598736,0.0,8.0
1739972598741,0.0,8.0
1739972598746,0.0,8.0
1739972598751,0.0,8.0
1739972598756,0.0,8.0
1739972598761,0.0,8.0
1739972598766,0.0,8.0
1739972598772,0.0,8.0
1739972598777,0.0,8.0
1739972598783,0.0,8.0
1739972598788,0.0,8.0
1739972598793,0.0,8.0
1739972598798,0.0,8.0
1739972598803,0.0,8.0
1739972598809,0.0,8.0
1739972598814,0.0,8.0
1739972598819,0.0,8.0
1739972598824,0.0,8.0
1739972598829,0.0,8.0
1739972598834,0.0,8.0
1739972598840,0.0,8.0
1739972598845,0.0,8.0
1739972598850,0.0,8.0
1739972598856,0.0,8.0
